능력단위코드,자격종목코드,자격종목명,능력단위유형코드,능력단위유형명,최소훈련시간,훈련기준시간합계,필수능력단위기준시간,선택능력단위기준시간,직무기초능력기준시간,시험기관명,능력단위명,기준버전
1501020302_14v2,B080,기계설계기사,MAND,필수,60,825,480,305,40,한국산업인력공단,정적구조해석,v2.0
1501020303_14v2,B080,기계설계기사,MAND,필수,60,825,480,305,40,한국산업인력공단,열응력해석,v2.0
1501020304_14v2,B080,기계설계기사,MAND,필수,45,825,480,305,40,한국산업인력공단,유동해석,v2.0
1501020301_14v2,B080,기계설계기사,MAND,필수,60,825,480,305,40,한국산업인력공단,해석용모델링,v2.0
1501020113_16v3,B080,기계설계기사,SEL,선택,60,825,480,305,40,한국산업인력공단,3D형상모델링작업,v2.0
1501020114_16v3,B080,기계설계기사,SEL,선택,60,825,480,305,40,한국산업인력공단,3D형상모델링검토,v2.0
1501020115_16v3,B080,기계설계기사,SEL,선택,45,825,480,305,40,한국산업인력공단,도면분석,v2.0
1501020116_16v3,B080,기계설계기사,SEL,선택,45,825,480,305,40,한국산업인력공단,도면검토,v2.0
1501020206_14v2,B080,기계설계기사,SEL,선택,30,825,480,305,40,한국산업인력공단,요소부품재질검토,v2.0
1501020207_14v2,B080,기계설계기사,SEL,선택,30,825,480,305,40,한국산업인력공단,요소부품제작성검토,v2.0
1501020210_14v2,B080,기계설계기사,SEL,선택,60,825,480,305,40,한국산업인력공단,치공구설계,v2.0
1501020211_14v2,B080,기계설계기사,SEL,선택,30,825,480,305,40,한국산업인력공단,설계품질관리,v2.0
1501010102_14v2,B080,기계설계기사,SEL,선택,30,825,480,305,40,한국산업인력공단,설계기술자료수집,v2.0
1501010104_17v3,B080,기계설계기사,SEL,선택,30,825,480,305,40,한국산업인력공단,기술지원계획수립,v2.0
1501010110_17v3,B080,기계설계기사,SEL,선택,30,825,480,305,40,한국산업인력공단,기계형식인증검토,v2.0
1501010207_14v2,B080,기계설계기사,SEL,선택,30,825,480,305,40,한국산업인력공단,개발일정수립,v2.0
1501020106_16v3,B080,기계설계기사,SEL,선택,60,825,480,305,40,한국산업인력공단,체결요소설계,v2.0
1501020107_16v3,B080,기계설계기사,SEL,선택,60,825,480,305,40,한국산업인력공단,동력전달요소설계,v2.0
1501020108_16v3,B080,기계설계기사,SEL,선택,30,825,480,305,40,한국산업인력공단,치공구요소설계,v2.0
1501020309_18v3,B080,기계설계기사,MAND,필수,45,825,510,275,24,한국산업인력공단,정적구조해석,v3.0
1501020310_18v3,B080,기계설계기사,MAND,필수,45,825,510,275,24,한국산업인력공단,정적구조해석평가,v3.0
1501020312_18v3,B080,기계설계기사,MAND,필수,45,825,510,275,24,한국산업인력공단,열응력해석평가,v3.0
1501020311_18v3,B080,기계설계기사,MAND,필수,45,825,510,275,24,한국산업인력공단,열응력해석,v3.0
1501020305_14v2,B080,기계설계기사,MAND,필수,60,825,510,275,24,한국산업인력공단,동적구조해석,v3.0
1501020304_14v2,B080,기계설계기사,MAND,필수,45,825,510,275,24,한국산업인력공단,유동해석,v3.0
1501020301_14v2,B080,기계설계기사,MAND,필수,60,825,510,275,24,한국산업인력공단,해석용모델링,v3.0
1501020205_16v3,B080,기계설계기사,MAND,필수,30,825,510,275,24,한국산업인력공단,요소부품설계검토,v3.0
1501020105_14v2,B080,기계설계기사,MAND,필수,45,825,510,275,24,한국산업인력공단,요소부품재질선정,v3.0
1501020104_14v2,B080,기계설계기사,MAND,필수,60,825,510,275,24,한국산업인력공단,요소공차검토,v3.0
1501010205_14v2,B080,기계설계기사,MAND,필수,30,825,510,275,24,한국산업인력공단,규정검토,v3.0
1501020108_16v3,B080,기계설계기사,SEL,선택,30,825,510,275,24,한국산업인력공단,치공구요소설계,v3.0
1501020116_16v3,B080,기계설계기사,SEL,선택,45,825,510,275,24,한국산업인력공단,도면검토,v3.0
1501020114_16v3,B080,기계설계기사,SEL,선택,60,825,510,275,24,한국산업인력공단,3D형상모델링검토,v3.0
1501020115_16v3,B080,기계설계기사,SEL,선택,45,825,510,275,24,한국산업인력공단,도면분석,v3.0
1501010110_17v3,B080,기계설계기사,SEL,선택,30,825,510,275,24,한국산업인력공단,기계형식인증검토,v3.0
1501010207_14v2,B080,기계설계기사,SEL,선택,30,825,510,275,24,한국산업인력공단,개발일정수립,v3.0
1501020106_16v3,B080,기계설계기사,SEL,선택,45,825,510,275,24,한국산업인력공단,체결요소설계,v3.0
1501020107_16v3,B080,기계설계기사,SEL,선택,45,825,510,275,24,한국산업인력공단,동력전달요소설계,v3.0
1501020211_14v2,B080,기계설계기사,SEL,선택,45,825,510,275,24,한국산업인력공단,설계품질관리,v3.0
1501020210_14v2,B080,기계설계기사,SEL,선택,60,825,510,275,24,한국산업인력공단,치공구설계,v3.0
1501010104_17v3,B080,기계설계기사,SEL,선택,30,825,510,275,24,한국산업인력공단,기술지원계획수립,v3.0
1501010102_14v2,B080,기계설계기사,SEL,선택,30,825,510,275,24,한국산업인력공단,설계기술자료수집,v3.0
1501020207_14v2,B080,기계설계기사,SEL,선택,45,825,510,275,24,한국산업인력공단,요소부품제작성검토,v3.0
1501020206_14v2,B080,기계설계기사,SEL,선택,30,825,510,275,24,한국산업인력공단,요소부품재질검토,v3.0
1501020113_16v3,B080,기계설계기사,SEL,선택,60,825,510,275,24,한국산업인력공단,3D형상모델링작업,v3.0
1601030317_17v5,B104,금속재료기사,MAND,필수,30,800,420,340,24,한국산업인력공단,화학적표면경화열처리,v1.0
1601030202_16v4,B104,금속재료기사,MAND,필수,30,800,420,340,24,한국산업인력공단,단조압출인발 제조공정 설계,v1.0
1601030103_16v4,B104,금속재료기사,MAND,필수,30,800,420,340,24,한국산업인력공단,주조 공정 설계,v1.0
1601010107_14v2,B104,금속재료기사,MAND,필수,30,800,420,340,24,한국산업인력공단,품질관리,v1.0
1601010109_14v2,B104,금속재료기사,MAND,필수,30,800,420,340,24,한국산업인력공단,재료설계 표준화,v1.0
1601010110_16v3,B104,금속재료기사,MAND,필수,30,800,420,340,24,한국산업인력공단,합금설계표준,v1.0
1601010111_16v3,B104,금속재료기사,MAND,필수,30,800,420,340,24,한국산업인력공단,합금함량분석,v1.0
1601010112_16v3,B104,금속재료기사,MAND,필수,30,800,420,340,24,한국산업인력공단,합금함량조정,v1.0
1601010208_18v3,B104,금속재료기사,MAND,필수,15,800,420,340,24,한국산업인력공단,재료시험설비 자원관리,v1.0
1601010212_18v4,B104,금속재료기사,MAND,필수,30,800,420,340,24,한국산업인력공단,인장·경도·충격시험,v1.0
1601010304_14v2,B104,금속재료기사,MAND,필수,30,800,420,340,24,한국산업인력공단,주사전자현미경 조직분석,v1.0
1601030307_17v5,B104,금속재료기사,MAND,필수,30,800,420,340,24,한국산업인력공단,열처리 품질평가,v1.0
1601010313_16v3,B104,금속재료기사,MAND,필수,30,800,420,340,24,한국산업인력공단,광학현미경 조직검사,v1.0
1601040124_17v5,B104,금속재료기사,MAND,필수,45,800,420,340,24,한국산업인력공단,건식도금작업,v1.0
2306030104_18v3,B104,금속재료기사,SEL,선택,30,800,420,340,24,한국산업인력공단,초음파 비파괴검사,v1.0
1601060205_18v1,B104,금속재료기사,SEL,선택,45,800,420,340,24,한국산업인력공단,타이타늄 적층 제조,v1.0
2306030106_18v3,B104,금속재료기사,SEL,선택,30,800,420,340,24,한국산업인력공단,침투 비파괴검사,v1.0
2306030105_18v3,B104,금속재료기사,SEL,선택,30,800,420,340,24,한국산업인력공단,자기 비파괴검사,v1.0
1601010213_18v4,B104,금속재료기사,SEL,선택,30,800,420,340,24,한국산업인력공단,굽힘·마모시험,v1.0
1601010214_18v4,B104,금속재료기사,SEL,선택,30,800,420,340,24,한국산업인력공단,피로·크리프시험,v1.0
1601040122_16v4,B104,금속재료기사,SEL,선택,30,800,420,340,24,한국산업인력공단,피막처리작업 화성피막,v1.0
1601030109_16v4,B104,금속재료기사,SEL,선택,45,800,420,340,24,한국산업인력공단,주조 결함 발생 방지 대책 수립,v1.0
1601030305_17v5,B104,금속재료기사,SEL,선택,45,800,420,340,24,한국산업인력공단,표면개질열처리,v1.0
1601030315_17v5,B104,금속재료기사,SEL,선택,45,800,420,340,24,한국산업인력공단,어닐링·노멀라이징열처리,v1.0
1601030316_17v5,B104,금속재료기사,SEL,선택,45,800,420,340,24,한국산업인력공단,퀜칭·템퍼링열처리,v1.0
1601040115_17v5,B104,금속재료기사,SEL,선택,30,800,420,340,24,한국산업인력공단,도금작업 공정설계파악,v1.0
1601040121_16v4,B104,금속재료기사,SEL,선택,30,800,420,340,24,한국산업인력공단,피막처리작업 양극산화,v1.0
1601010312_16v3,B104,금속재료기사,SEL,선택,15,800,420,340,24,한국산업인력공단,거시조직검사,v1.0
1601010217_19v5,B104,금속재료기사,MAND,필수,15,640,435,0,24,한국산업인력공단,인장시험,v2.0
1601010208_19v4,B104,금속재료기사,MAND,필수,15,640,435,0,24,한국산업인력공단,재료시험설비 자원관리,v2.0
1601010112_16v3,B104,금속재료기사,MAND,필수,30,640,435,0,24,한국산업인력공단,합금함량조정,v2.0
1601010111_16v3,B104,금속재료기사,MAND,필수,30,640,435,0,24,한국산업인력공단,합금함량분석,v2.0
1601010110_16v3,B104,금속재료기사,MAND,필수,30,640,435,0,24,한국산업인력공단,합금설계표준,v2.0
1601010107_14v2,B104,금속재료기사,MAND,필수,30,640,435,0,24,한국산업인력공단,품질관리,v2.0
1601040124_17v5,B104,금속재료기사,MAND,필수,45,640,435,0,24,한국산업인력공단,건식도금작업,v2.0
1601030317_17v5,B104,금속재료기사,MAND,필수,30,640,435,0,24,한국산업인력공단,화학적표면경화열처리,v2.0
1601030307_17v5,B104,금속재료기사,MAND,필수,30,640,435,0,24,한국산업인력공단,열처리 품질평가,v2.0
1601030202_16v4,B104,금속재료기사,MAND,필수,30,640,435,0,24,한국산업인력공단,단조압출인발 제조공정 설계,v2.0
1601030103_16v4,B104,금속재료기사,MAND,필수,30,640,435,0,24,한국산업인력공단,주조 공정 설계,v2.0
1601010323_19v4,B104,금속재료기사,MAND,필수,30,640,435,0,24,한국산업인력공단,광학현미경 분석,v2.0
1601010304_19v3,B104,금속재료기사,MAND,필수,30,640,435,0,24,한국산업인력공단,주사전자현미경 분석,v2.0
1601010219_19v5,B104,금속재료기사,MAND,필수,15,640,435,0,24,한국산업인력공단,충격시험,v2.0
1601010218_19v5,B104,금속재료기사,MAND,필수,15,640,435,0,24,한국산업인력공단,경도시험,v2.0
1601010109_14v2,B104,금속재료기사,MAND,필수,30,640,435,0,24,한국산업인력공단,재료설계 표준화,v2.0
1701020201_13v1,B110,화공기사,MAND,필수,45,800,480,280,40,한국산업인력공단,반응시스템 파악,v1.0
1701020105_13v1,B110,화공기사,MAND,필수,45,800,480,280,40,한국산업인력공단,열·물질수지 검토,v1.0
1701020104_13v1,B110,화공기사,MAND,필수,45,800,480,280,40,한국산업인력공단,공정흐름도 작성,v1.0
1701020323_16v1,B110,화공기사,MAND,필수,30,800,480,280,40,한국산업인력공단,유틸리티 공정관리,v1.0
1701020322_16v1,B110,화공기사,MAND,필수,45,800,480,280,40,한국산업인력공단,화학공정 개선,v1.0
1701020311_16v2,B110,화공기사,MAND,필수,45,800,480,280,40,한국산업인력공단,공정물질 특성 파악,v1.0
1701020319_16v2,B110,화공기사,MAND,필수,30,800,480,280,40,한국산업인력공단,계장설비 유지관리,v1.0
1701020317_16v2,B110,화공기사,MAND,필수,30,800,480,280,40,한국산업인력공단,전기설비 유지관리,v1.0
1701020307_16v2,B110,화공기사,MAND,필수,30,800,480,280,40,한국산업인력공단,배관·고정기기 유지관리,v1.0
1701020315_16v2,B110,화공기사,MAND,필수,30,800,480,280,40,한국산업인력공단,회전기계 유지관리,v1.0
1701020304_16v2,B110,화공기사,MAND,필수,30,800,480,280,40,한국산업인력공단,예방정비,v1.0
1701020320_16v1,B110,화공기사,MAND,필수,45,800,480,280,40,한국산업인력공단,화학공정설비운전,v1.0
1701020101_13v1,B110,화공기사,SEL,선택,30,800,480,280,40,한국산업인력공단,공정 흐름 검토,v1.0
1701020314_16v2,B110,화공기사,SEL,선택,30,800,480,280,40,한국산업인력공단,회전기계 점검,v1.0
1701020316_16v2,B110,화공기사,SEL,선택,30,800,480,280,40,한국산업인력공단,전기설비 점검,v1.0
1701020318_16v2,B110,화공기사,SEL,선택,30,800,480,280,40,한국산업인력공단,계장설비 점검,v1.0
1701020321_16v1,B110,화공기사,SEL,선택,45,800,480,280,40,한국산업인력공단,화학공정 위험성 평가,v1.0
1701020324_16v1,B110,화공기사,SEL,선택,30,800,480,280,40,한국산업인력공단,설비보수 외주관리,v1.0
1701020102_13v1,B110,화공기사,SEL,선택,30,800,480,280,40,한국산업인력공단,설계 기준 정립,v1.0
1701020103_13v1,B110,화공기사,SEL,선택,30,800,480,280,40,한국산업인력공단,설계 계획 수립,v1.0
1701020106_13v1,B110,화공기사,SEL,선택,30,800,480,280,40,한국산업인력공단,공정배관·계장도와 유틸리티 흐름도 작성,v1.0
1701020107_13v1,B110,화공기사,SEL,선택,30,800,480,280,40,한국산업인력공단,기계·기기장치 설계용 공정 데이터 결정과 입력,v1.0
1701020108_13v1,B110,화공기사,SEL,선택,30,800,480,280,40,한국산업인력공단,계측·제어 설계용 공정 데이터 결정과 입력,v1.0
1701020109_13v1,B110,화공기사,SEL,선택,30,800,480,280,40,한국산업인력공단,배관 설계용 공정 데이터 결정과 입력,v1.0
1701020110_13v1,B110,화공기사,SEL,선택,30,800,480,280,40,한국산업인력공단,위험성 평가,v1.0
1701020202_13v1,B110,화공기사,SEL,선택,45,800,480,280,40,한국산업인력공단,반응기 개발,v1.0
1701020203_13v1,B110,화공기사,SEL,선택,30,800,480,280,40,한국산업인력공단,반응 파일럿플랜트 실험검증,v1.0
1701020204_13v1,B110,화공기사,SEL,선택,30,800,480,280,40,한국산업인력공단,반응기 설계·제작,v1.0
1701020205_13v1,B110,화공기사,SEL,선택,30,800,480,280,40,한국산업인력공단,반응원료 분석과 관리,v1.0
1701020206_13v1,B110,화공기사,SEL,선택,30,800,480,280,40,한국산업인력공단,반응기운전,v1.0
1701020207_13v1,B110,화공기사,SEL,선택,30,800,480,280,40,한국산업인력공단,반응기 유지·보수,v1.0
1701020208_13v1,B110,화공기사,SEL,선택,30,800,480,280,40,한국산업인력공단,반응기와 반응운전 효율화,v1.0
1701020209_13v1,B110,화공기사,SEL,선택,30,800,480,280,40,한국산업인력공단,촉매성능 평가와 관리,v1.0
1701020210_13v1,B110,화공기사,SEL,선택,30,800,480,280,40,한국산업인력공단,반응기 가동정지와 정비,v1.0
1701020302_16v2,B110,화공기사,SEL,선택,30,800,480,280,40,한국산업인력공단,정비계획 수립,v1.0
1701020306_16v2,B110,화공기사,SEL,선택,30,800,480,280,40,한국산업인력공단,배관·고정기기 점검,v1.0
1701020310_16v2,B110,화공기사,SEL,선택,30,800,480,280,40,한국산업인력공단,공정 흐름도 파악,v1.0
1701020312_16v2,B110,화공기사,SEL,선택,30,800,480,280,40,한국산업인력공단,환경·안전점검,v1.0
1701020313_16v2,B110,화공기사,SEL,선택,30,800,480,280,40,한국산업인력공단,환경·안전관리,v1.0
1701020105_13v1,B110,화공기사,MAND,필수,45,800,480,280,40,한국산업인력공단,열·물질수지 검토,v2.0
1701020104_13v1,B110,화공기사,MAND,필수,30,800,480,280,40,한국산업인력공단,공정흐름도 작성,v2.0
1701020201_13v1,B110,화공기사,MAND,필수,45,800,480,280,40,한국산업인력공단,반응시스템 파악,v2.0
1701020202_13v1,B110,화공기사,MAND,필수,45,800,480,280,40,한국산업인력공단,반응기 개발,v2.0
1701020311_16v2,B110,화공기사,MAND,필수,45,800,480,280,40,한국산업인력공단,공정물질 특성 파악,v2.0
1701020320_16v1,B110,화공기사,MAND,필수,45,800,480,280,40,한국산업인력공단,화학공정설비운전,v2.0
